owner_dependent,owner_joint,owner_self,owner_undisclosed,ticker_AAPL,ticker_AMZN,ticker_FB,ticker_MSFT,ticker_NTAP,ticker_RUN,ticker_TSLA,type_purchase,type_sale_full,type_sale_partial,"amount_$1,000,001 - $5,000,000","amount_$1,001 -","amount_$1,001 - $15,000","amount_$100,001 - $250,000","amount_$15,001 - $50,000","amount_$250,001 - $500,000","amount_$5,000,001 - $25,000,000","amount_$50,001 - $100,000","amount_$500,001 - $1,000,000",representative_Hon. Alan S. Lowenthal,representative_Hon. Dean Phillips,representative_Hon. Donald Sternoff Beyer,representative_Hon. Gilbert Cisneros,representative_Hon. Josh Gottheimer,representative_Hon. Kevin Hern,representative_Hon. Kurt Schrader,representative_Hon. Michael T. McCaul,representative_Hon. Nancy Pelosi,representative_Hon. Rohit Khanna,trans_price
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,2.311462122306386,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,2.393172105652397,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.11191423527049653
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,4.009603855360662,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,3.178049716414141,-0.16666666666666666,0.1588812463320306
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,4.009603855360662,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,3.178049716414141,-0.16666666666666666,-0.4033296049655314
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,-0.3232299675777271,2.311462122306386,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,5.172040216394301,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.012177240505443755
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,4.009603855360661,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.5712817802810908
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,3.854496446637726,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.5917746811868543
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,4.379705261980329,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.3719535963603155
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,4.009603855360662,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.6280236982418632
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,5.172040216394301,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.9170723893721776
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,3.2686710642577346,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,3.0151134457776365,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.6889330076957403
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,2.745625891934577,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,2.393172105652397,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-1.1770939177579052
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,4.009603855360662,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,3.178049716414141,-0.16666666666666666,-0.26466446188959686
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,2.393172105652397,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.5365426664800022
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.03956749097313251
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,4.183300132670378,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.37147803758638126
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,-0.3232299675777271,2.311462122306386,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,4.183300132670378,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.13623873358774646
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,3.2686710642577346,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.3860917900366025
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.9418696309125483
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,3.854496446637726,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.12972965432806305
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,3.854496446637726,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.26584728702789545
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,2.745625891934577,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,3.588175023601831,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,2.393172105652397,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-1.1110518192481103
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,4.009603855360662,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.24829089864517573
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.5704534542750328
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,4.183300132670378,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,3.854496446637726,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.48724909553031415
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,-0.3232299675777271,2.311462122306386,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,4.183300132670378,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.4100342548330292
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.5180785290752316
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,4.379705261980329,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.23061090438350484
7.3824115301167,-1.0846522890932808,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,2.311462122306386,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,4.183300132670378,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,6.0,-0.3146583877637763,-0.16666666666666666,0.30907780828605125
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,4.183300132670378,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.28829373950335435
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,4.183300132670378,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.15223398473502836
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,3.0937725468153876,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,3.0151134457776365,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.5705720501719096
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,4.009603855360662,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,3.178049716414141,-0.16666666666666666,-0.8127001655442991
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,3.0151134457776365,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.20347495296543391
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,2.311462122306386,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.8480685427106914
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,3.0937725468153876,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,3.2686710642577346,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.6689131682927547
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,3.0937725468153876,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,3.2686710642577346,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,4.183300132670378,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.30390707050177673
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,3.2686710642577346,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.8050460294500308
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,3.714835124201342,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,4.242786286983491
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,1.9832633040858023,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,4.009603855360661,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,3.178049716414141,-0.16666666666666666,-0.5491495278366628
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,3.714835124201342,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,3.239446979879425
7.3824115301167,-1.0846522890932808,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,2.311462122306386,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,4.009603855360662,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,6.0,-0.3146583877637763,-0.16666666666666666,0.42479596740102893
